,id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,habitaciones,dormitorios,baños,sup_total,sup_cubierta,precio,moneda,price_period,título,tipo_propiedad,tipo_operac
265238,LwHDVmIW1jKUWWhQl4OIRQ==,Propiedad,2020-01-17,2020-01-19,2020-01-17,-34.571899,-58.48858,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,65.0,61.0,258000.0,USD,,Venta departamento 3 ambientes en Villa Urquiza,Departamento,Venta
265239,KG9AUifSeev3ts+AO7Ihog==,Propiedad,2020-01-17,2020-01-19,2020-01-17,-34.5738,-58.48,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,69.0,67.0,183000.0,USD,,Venta departamento 3 ambientes en Villa Urquiza,Departamento,Venta
265240,dIyY1xC4O//cCQPoCoQElw==,Propiedad,2020-01-17,2020-01-21,2020-01-17,-34.579323,-58.489047,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,86.0,86.0,263000.0,USD,,VENTA - 3 AMB c/TERRAZA COCHERA V. URQUIZA,Departamento,Venta
265288,W364AP1IeFcAbN9VWWeNpw==,Propiedad,2020-01-17,9999-12-31,2020-01-17,-34.5626332,-58.4885679,Argentina,Capital Federal,Villa Urquiza,,,,4.0,2.0,3.0,154.0,103.0,260000.0,USD,Mensual,HERMOSO PH RECICLADO - FRENTE - TERRAZA - POSIBLE COCHERA,PH,Venta
265589,LCWRm5ELd3uTRbCrX6ZDPQ==,Propiedad,2020-01-17,2020-02-13,2020-01-17,-34.5775865,-58.4841807,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,3.0,195.0,170.0,790000.0,USD,,PISO 4 AMBIENTES  DE CATEGORÍA /COCHERA,Departamento,Venta
265590,1ygcH6une864NDaJXn+m9w==,Propiedad,2020-01-17,2020-02-13,2020-01-17,-34.5775865,-58.4841807,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,3.0,195.0,170.0,780000.0,USD,,PISO 4 AMBIENTES  DE CATEGORÍA /COCHERA,Departamento,Venta
265591,6ZBfKF3ebGvoKHAQ67snOQ==,Propiedad,2020-01-17,2020-06-27,2020-01-17,-34.569403,-58.484001,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,1.0,73.0,71.0,152000.0,USD,,Venta 4 ambientes Villa Urquiza,Departamento,Venta
265592,0ZFdOh8tK838mKBBwNRZfQ==,Propiedad,2020-01-17,2020-02-13,2020-01-17,-34.5775865,-58.4841807,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,3.0,195.0,170.0,770000.0,USD,,PISO 4 AMBIENTES  DE CATEGORÍA /COCHERA,Departamento,Venta
265593,rJVF2C9sdjH9Jn/9K2CTpQ==,Propiedad,2020-01-17,2020-02-13,2020-01-17,-34.5775865,-58.4841807,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,3.0,195.0,170.0,760000.0,USD,,PISO 4 AMBIENTES  DE CATEGORÍA /COCHERA,Departamento,Venta
265594,Lu5dFqJVmXmpYds3Nc65Zg==,Propiedad,2020-01-17,2020-02-13,2020-01-17,-34.5775865,-58.4841807,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,3.0,195.0,170.0,820000.0,USD,,PISO 4 AMBIENTES  DE CATEGORÍA /COCHERA,Departamento,Venta
265697,/Fx6oLn+fa4f6mWjtK33bA==,Propiedad,2020-01-17,2020-09-30,2020-01-17,-34.5834546,-58.4887463,Argentina,Capital Federal,Villa Urquiza,,,,5.0,3.0,3.0,154.0,140.0,414000.0,USD,Mensual,"VENTA DE LINDISIMA  CASA DE 5 AMBIENTES, EN DOS PLANTAS CON ASCENSOR  EN VILLA URQUIZA.",Casa,Venta
265754,zAhOi04YA3EhpJyb+lvn7g==,Propiedad,2020-01-17,2020-01-19,2020-01-17,-34.581254,-58.48923,Argentina,Capital Federal,Villa Urquiza,,,,5.0,4.0,3.0,198.0,198.0,450000.0,USD,,Venta departamento 5 ambientes en Villa Urquiza,Departamento,Venta
266345,D7DrLviAqId2+ucA12a1zA==,Propiedad,2020-08-26,2020-08-31,2020-08-26,-34.56556,-58.494258,Argentina,Capital Federal,Villa Urquiza,,,,,,,25.0,25.0,14000.0,ARS,,Alquiler local comercial en Villa Urquiza,Local comercial,Alquiler
266422,Crcadm6d/cymudtopiutlg==,Propiedad,2020-08-26,2020-09-08,2020-08-26,-34.5690814,-58.4891643,Argentina,Capital Federal,Villa Urquiza,,,,1.0,0.0,1.0,,,18900.0,ARS,,"Oficina en Alquiler en Villa urquiza, Capital federal $ 18900",Oficina,Alquiler
266684,CNPy/PdYnDhOmMrKJCtFCg==,Propiedad,2020-08-26,2020-08-27,2020-08-26,-34.568732,-58.4790367,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,40.0,40.0,20000.0,ARS,Mensual,Departamento - Villa Urquiza,Departamento,Alquiler
266685,0T5XMJB0Vz9oyitHrcHi7Q==,Propiedad,2020-08-26,2020-08-27,2020-08-26,-34.5781562,-58.4719862,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,,,20000.0,ARS,Mensual,A SOLO DOS CUADRAS DEL SUBTE B,Departamento,Alquiler
266686,A/22Z+Opj41mmrI7Bxyk6Q==,Propiedad,2020-08-26,2020-09-04,2020-08-26,-34.576727,-58.483132,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,70.0,63.0,45000.0,ARS,Mensual,Departamento en alquiler  - Villa Urquiza,Departamento,Alquiler
266854,mTVKX2v/Vucam65i80IaFg==,Propiedad,2020-08-26,2020-08-27,2020-08-26,-34.576727,-58.483132,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,70.0,63.0,45000.0,ARS,,Departamento en alquiler  - Villa Urquiza,Departamento,Alquiler
267720,W8GCyAphI6uKxV+thNgTkw==,Propiedad,2020-08-26,2020-09-04,2020-08-26,-34.5670228,-58.4736805,Argentina,Capital Federal,Villa Urquiza,,,,,,,70.0,70.0,139000.0,USD,Mensual,LOCAL A LA CALLE EN VENTA EN VILLA URQUIZA  - AV. MONROE 3848,Local comercial,Venta
267721,ugXs683oc4L7FFeu0RfaBA==,Propiedad,2020-08-26,9999-12-31,2020-08-26,-34.581922,-58.472667,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,1.0,,,120000.0,USD,,"Departamento  en Venta ubicado en Villa Urquiza, Capital Federal",Departamento,Venta
267722,eTKseLEeOWTFhMagUOMnMg==,Propiedad,2020-08-26,2020-09-08,2020-08-26,-34.5752179,-58.4839384,Argentina,Capital Federal,Villa Urquiza,,,,,,2.0,88.0,67.0,269900.0,USD,,VILLA URQUIZA: EXCELENTE 3 AMBIENTES BALCON CONTRAFRENTE YCOCHERA FIJA,Oficina,Venta
267723,gQrkyqyLX8KPLozQqCPSJA==,Propiedad,2020-08-26,2020-09-08,2020-08-26,-34.5716746,-58.4801447,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,41.0,41.0,145000.0,USD,,EXCELENTE LOCAL:_ RETASADO OPORTUNIDAD :  A ESTRENAR EN VENTA .URQUIZA.,Local comercial,Venta
267724,XxE+NZMqlYdjPVzM2Yp+9Q==,Propiedad,2020-08-26,2020-09-08,2020-08-26,-34.5752179,-58.4839384,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,41.0,36.0,124900.0,USD,,"EXCELENTE MONOAMBIENTE Venta, LUMINOSO al contrafrente. 4 años antiguedad",Departamento,Venta
267725,0/cCmcTtcPf4kMIiyFIASg==,Propiedad,2020-08-26,2020-09-08,2020-08-26,-34.5737719,-58.4742697,Argentina,Capital Federal,Villa Urquiza,,,,,,3.0,198.0,198.0,880000.0,USD,,"Local en esquina, doble altura con entre piso. Alquiler Villa Urquiza DO-HO. Frente a plaza Zapiola.",Local comercial,Venta
267726,PYCfaHzX+4wq0U8nak1seQ==,Propiedad,2020-08-26,2020-09-08,2020-08-26,-34.5752179,-58.4839384,Argentina,Capital Federal,Villa Urquiza,,,,,,2.0,88.0,67.0,269900.0,USD,,VILLA URQUIZA:  EXCELENTE  OFICINA / CONSULTORIO Y/O VIVIENDA3 AMBIENTES BALCON CONTRAFRENTE YCOCHERA FIJA,Oficina,Venta
267727,KGiGzs72hCSt/wfgpwRLuQ==,Propiedad,2020-08-26,2020-09-08,2020-08-26,-34.5752179,-58.4839384,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,41.0,36.0,124900.0,USD,,"EXCELENTE MONOAMBIENTE Venta para CONSULTORIO / OCINA o VIVIENDA , LUMINOSO al contrafrente. 4 años antiguedad",Oficina,Venta
267862,NBCxQt1IeTVcH2dNkuMgHA==,Propiedad,2020-08-26,9999-12-31,2020-08-26,-34.5700469,-58.4803306,Argentina,Capital Federal,Villa Urquiza,,,,1.0,0.0,,,,550000.0,USD,,"VILLA URQUIZA, LOTE 8,66X43 MTS. USAB2, METROS DE AV. MONROE",Lote,Venta
268328,8BqKo0hxHDeCYJ+dKa0SFw==,Propiedad,2020-08-26,9999-12-31,2020-08-26,-34.5735285,-58.4743888,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,66.0,54.0,114280.0,USD,,Departamento 2 ambientes Duplex en Villa Urquiza,Departamento,Venta
268329,ZPse+TrQZKtQG/YfNZEIOA==,Propiedad,2020-08-26,9999-12-31,2020-08-26,-34.5735285,-58.4743888,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,72.0,66.0,127080.0,USD,,Departamento dos ambientes Duplex en villa urquiza,Departamento,Venta
268330,A3VSDZgJtqk3pUS/olE/Yg==,Propiedad,2020-08-26,2020-09-02,2020-08-26,-34.574447,-58.473309,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,63.0,49.0,198000.0,USD,,"2 AMB C/BALCÓN. BAÑO Y TOILETTE. COCHERA. ""DO-HO""",Departamento,Venta
268331,Jzaqi7A3jk5nPtLG28BO8w==,Propiedad,2020-08-26,2020-09-08,2020-08-26,-34.5739948,-58.5005657,Argentina,Capital Federal,Villa Urquiza,,,,1.0,1.0,1.0,36.0,30.0,110000.0,USD,,Excelente oportunidad. Monoambiente en Villa Urquiza.,Departamento,Venta
268332,UheyQ0fpXFSHrC8yI5r3CQ==,Propiedad,2020-08-26,2020-09-08,2020-08-26,-34.5744879,-58.4988011,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,57.0,49.0,132000.0,USD,,EDIFICIO AV. CONGRESO 5828  2 AMBIENTES FRENTE TERMINADO,Departamento,Venta
268333,wIOWONvC0iN1D/eSR+GG3Q==,Propiedad,2020-08-26,2020-09-04,2020-08-26,-34.5724843,-58.4864325,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,39.0,39.0,127000.0,USD,Mensual,Departamento - Villa Urquiza IMPECABLE 2 AMBIENTES A MTS DE SUBTE,Departamento,Venta
268334,XwEzAiwhjv1WDsgRUF5EUA==,Propiedad,2020-08-26,2020-09-01,2020-08-26,-34.5786478,-58.4892139,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,41.0,,135000.0,USD,Mensual,Un ambiente convertido en dos ambientes en Urquiza con amenities!,Departamento,Venta
268335,VzVjIK/PghJryxB+4KgKBw==,Propiedad,2020-08-26,2020-09-08,2020-08-26,-34.5678891,-58.4850578,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,52.0,52.0,135000.0,USD,,TOMAS LE BRETON 4700 / VILLA URQUIZA / VENTA 2 AMBIENTES A ESTRENAR!!!,Departamento,Venta
268336,Y0KZcJD6RLYd98yj0ptqSQ==,Propiedad,2020-08-26,2020-09-04,2020-08-26,-34.59026,-58.4806414,Argentina,Capital Federal,Villa Urquiza,,,,1.0,1.0,1.0,35.0,33.0,80000.0,USD,Mensual,Venta Departamento monoambiente divisible con balcon Villa Urquiza Parque Chas,Departamento,Venta
268337,mNui2vlqoPZrnhsGMBL8QA==,Propiedad,2020-08-26,2020-09-04,2020-08-26,-34.5739052244,-58.4739598261,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,95.0,40.0,190000.0,USD,Mensual,VILLA URQUIZA VENTA A ESTRENAR DOS AMBIENTES TU TERRAZA PROPIA FULL AMENITIES!!,Departamento,Venta
268883,4lcH0qLAKRiZQy5y6EMAtw==,Propiedad,2020-08-26,2020-09-02,2020-08-26,-34.573839,-58.494843,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,114.0,114.0,229000.0,USD,,Duplex venta 3 amb bal/terr coch Villa Urquiza,Departamento,Venta
268884,v8af9JT0bnMI8HnPRVCbPg==,Propiedad,2020-08-26,9999-12-31,2020-08-26,-34.5735285,-58.4743888,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,76.0,71.0,132870.0,USD,,Departamento 3 ambientes Duplex en Villa Urquiza,Departamento,Venta
268885,JmOXhyprX4FiAlJBdPD90A==,Propiedad,2020-08-26,2020-09-08,2020-08-26,-34.5752179,-58.4839384,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,88.0,67.0,269900.0,USD,,VILLA URQUIZA:  EXCELENTE 3 AMBIENTES BALCON CONTRAFRENTE YCOCHERA FIJA,Departamento,Venta
268886,JLXAh/GJl3hiHJZ7MLVpCQ==,Propiedad,2020-08-26,2020-09-04,2020-08-26,-34.5732184,-58.4824355,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,65.0,55.0,158000.0,USD,Mensual,"A Estrenar 3 Amb. con Cochera, Balcón, Toilette a 3 cuadras de la Est. Urquiza",Departamento,Venta
268887,SzJ6rVf7ztgBxzQyy8sKwQ==,Propiedad,2020-08-26,2020-09-04,2020-08-26,-34.5694848,-58.4869229,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,80.0,72.0,275000.0,USD,Mensual,Un nuevo estilo de vida - Semipiso Tres Ambientes a Estrenar Villa Urquiza - Cochera doble,Departamento,Venta
269432,R1Cz4huxyzJ3EmNeFiB2Sw==,Propiedad,2020-08-26,2020-09-02,2020-08-26,-34.5753,-58.4984,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,2.0,140.0,99.0,228000.0,USD,,"Venta Ph 4 ambientes, con terraza, Villa Urquiza",PH,Venta
269433,RrwcfTVBg4Y/J2MjPKAVyw==,Propiedad,2020-08-26,2020-09-04,2020-08-26,-34.57714,-58.4938776,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,1.0,90.0,80.0,229000.0,USD,Mensual,4 Ambientes en venta con Cochera Fija en villa urquiza,Departamento,Venta
269434,/ScAPwRuU/pJ2ZuC5jdx9A==,Propiedad,2020-08-26,2020-09-04,2020-08-26,,,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,1.0,,82.0,205000.0,USD,Mensual,Tomas Le Breton 5000 - Villa Urquiza - Capital Federal,Departamento,Venta
269435,Bbp4exY66EUBVnXXw3ta9A==,Propiedad,2020-08-26,9999-12-31,2020-08-26,-34.5874652,-58.4860648,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,2.0,110.0,80.0,250000.0,USD,,IMPECABLE PH EN PLANTA BAJA AL CONTRAFRENTE EXCELENTE UBICACION,PH,Venta
269699,sTv+zoUUwurLCznz+/Y3gQ==,Propiedad,2020-08-26,2020-09-04,2020-08-26,-34.5705179,-58.4914578,Argentina,Capital Federal,Villa Urquiza,,,,5.0,4.0,2.0,100.0,100.0,235000.0,USD,Mensual,"Departamento 4 dormitorios, cochera, OPORTUNIDAD",Departamento,Venta
270680,Y3C41gRjhcDoaBeg/sJscQ==,Propiedad,2019-10-09,2019-10-22,2019-10-09,-34.565857,-58.482796,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,22.0,22.0,9000.0,ARS,,MONOAMBIENTE-LUMINOSO-VISTA ABIERTA-CFTE,Departamento,Alquiler
271134,misgFZb+qH9Xk6FlIlmPww==,Propiedad,2019-10-09,2020-03-07,2019-10-09,-34.57739639,-58.4872551,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,1.0,59.0,55.0,27000.0,ARS,,Olazabal  5200 2°  - $ 27.000 - Departamento Alquiler,Departamento,Alquiler
271135,WVvESbCKQ2WZcRPwI44wJg==,Propiedad,2019-10-09,2020-09-17,2019-10-09,-34.57102203,-58.48742676,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,1.0,64.0,60.0,220000.0,USD,,Diaz Colodrero  2700 5°  - U$D 220.000 - Departamento en Venta,Departamento,Venta
271136,RE0kyvWj2MzpM8Igccqz9A==,Propiedad,2019-10-09,2019-10-29,2019-10-09,-34.581009625,-58.490909375,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,67.0,57.0,107500.0,USD,,POZO 2 AMBIENTES -COCHERA OPCIONAL - VILLA URQUIZA,Departamento,Venta
271137,vsG4PFOJ7nGzxZ7m4cFQmQ==,Propiedad,2019-10-09,2019-10-29,2019-10-09,-34.580818,-58.491051,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,67.0,57.0,130770.0,USD,,POZO 2 AMBIENTES -COCHERA OPCIONAL - VILLA URQUIZA,Departamento,Venta
271138,I50dv6jLOsYXC05iZZ3v5A==,Propiedad,2019-10-09,2020-02-24,2019-10-09,-34.576774,-58.489284,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,107.0,107.0,175000.0,USD,Mensual,VENTA DEPTO 2 AMB VILLA URQUIZA BALCON TERRAZA,Departamento,Venta
271597,ef55UZRAbKsmlobo0JfoLA==,Propiedad,2019-10-09,2019-10-29,2019-10-09,-34.580818,-58.491051,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,99.0,87.0,197561.0,USD,,POZO 3 AMBIENTES -COCHERA OPCIONAL - VILLA URQUIZA,Departamento,Venta
272397,Sjs2kWHOazetyAOKkQ829w==,Propiedad,2019-10-09,2020-08-08,2019-10-09,-34.57228851,-58.4740181,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,60.0,55.0,30000.0,ARS,,Juramento  4200 - $ 30.000 - Departamento Alquiler,Departamento,Alquiler
272402,6UjVRjjF8bzrKo/6Vta80g==,Propiedad,2019-10-09,2019-10-25,2019-10-09,-34.5723117959,-58.480048898,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,69.0,63.0,30000.0,ARS,,Departamento alquiler Villa Urquiza  espectacular,Departamento,Alquiler
274274,sdPRVFP52EDwLzg2mU/45w==,Propiedad,2019-10-09,2019-10-10,2019-10-09,-34.5733333,-58.4969444,Argentina,Capital Federal,Villa Urquiza,,,,,1.0,1.0,37.0,37.0,12500.0,ARS,Mensual,2 amb. coc.sep. Exc. zona. Muy lum.- Bajas expensas.,Departamento,Alquiler
274756,OzjR6Psp2xJ0iW/QDluB+w==,Propiedad,2020-05-06,2020-06-02,2020-05-06,-34.5773468,-58.49560928,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,,37.0,37.0,24000.0,ARS,,Aizpurua  2500 PB - $ 24.000 - Oficina Alquiler,Oficina,Alquiler
275003,gMzfb3dghooK2Q3/1ynE/A==,Propiedad,2020-05-06,2020-05-20,2020-05-06,-34.5788631,-58.4907625,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,56.0,53.0,19000.0,ARS,,Amplio dto. 2 ambientes con Pileta y Parrilla,Departamento,Alquiler
275004,PziQGTyTkQ1p70l+h895KQ==,Propiedad,2020-05-06,2020-05-20,2020-05-06,-34.5731341,-58.4840377,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,41.0,41.0,18500.0,ARS,,Excelente Departamento en Villa Urquiza en Alquiler,Departamento,Alquiler
275208,++TxJMBjrK7IqgD9mgIOFA==,Propiedad,2020-05-06,2020-09-23,2020-05-06,-34.56713867,-58.50035858,Argentina,Capital Federal,Villa Urquiza,,,,4.0,,2.0,116.0,106.0,305000.0,USD,,La Pampa  5800 - U$D 305.000 - Tipo casa PH en Venta,Casa,Venta
275388,Q39Azzpj8BNBo4m/NilB5g==,Propiedad,2020-05-06,2020-05-20,2020-05-06,-34.5738772,-58.4737145,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,33.0,29.0,105000.0,USD,,Oficina en venta Villa Urquiza (Entreverdes),Oficina,Venta
275533,hR2tF7CrACSdbDT0lS0VYQ==,Propiedad,2020-05-06,2020-05-20,2020-05-06,-34.5738772,-58.4737145,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,33.0,29.0,105000.0,USD,,Departamento monoambiente en venta Villa Urquiza (Entreverdes),Departamento,Venta
275534,nTCtJ9qnVF6iN1Sc8Ej8VA==,Propiedad,2020-05-06,2020-05-20,2020-05-06,-34.5632001,-58.4919485,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,62.0,47.0,145000.0,USD,,"Venta de monoambiente divisible en Villa Urquiza, edificio a estrenar",Departamento,Venta
275535,bPPvHYGuddfVY8wjqN2Krw==,Propiedad,2020-05-06,2020-05-20,2020-05-06,-34.5632001,-58.4919485,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,78.0,63.0,149000.0,USD,,Venta de monoambiente divisible en Villa Urquiza en edificio a estrenar,Departamento,Venta
275536,G6fmFFDscSf6CUHid7bUxg==,Propiedad,2020-05-06,2020-05-20,2020-05-06,-34.5752383,-58.4955792,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,40.0,35.0,105000.0,USD,,Gran departamento monoambiente divisible en venta en el barrio de Villa Urquiza,Departamento,Venta
275537,AnuqC4ozts5T26vA359fGw==,Propiedad,2020-05-06,2020-05-20,2020-05-06,-34.5632001,-58.4919485,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,38.0,35.0,99000.0,USD,,Pacheco 3500 V Urquiza 1amb al frente con balcón u$ 99.000.- coch opt.,Departamento,Venta
275538,PxLZr0PzDRYOMelIXGnRow==,Propiedad,2020-05-06,2020-05-20,2020-05-06,-34.5632001,-58.4919485,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,38.0,35.0,118500.0,USD,,Pacheco 3500 V Urquiza 1amb al frente balcón coch u$ 118.500.,Departamento,Venta
275539,2MPuuOp7Iixe1JtWeGx71Q==,Propiedad,2020-05-06,2020-07-24,2020-05-06,-34.57923,-58.49313,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,2.0,,,170000.0,USD,,"Departamento  en Venta ubicado en Villa Urquiza R, Capital Federal",Departamento,Venta
275540,SwD+tSDnt8cbZwsyUEBNow==,Propiedad,2020-05-06,2020-05-20,2020-05-06,-34.5632001,-58.4919485,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,38.0,35.0,99000.0,USD,,Venta de monoambiente divisible en Villa Urquiza,Departamento,Venta
275541,GLWbZIpquC4lwpdwMvPfFw==,Propiedad,2020-05-06,2020-05-20,2020-05-06,-34.5632001,-58.4919485,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,45.0,36.0,120000.0,USD,,"Venta de monoambiente divisible en Villa Urquiza, edificio a estrenar",Departamento,Venta
275621,iHYyCGsXgbheliQNq7aHyg==,Propiedad,2020-05-06,9999-12-31,2020-05-06,-34.5738675,-58.4835162,Argentina,Capital Federal,Villa Urquiza,,,,1.0,0.0,1.0,,,119000.0,USD,,Monoambiente en torre amenities apto prof apto credito,Departamento,Venta
275636,orJT6WhoamN5yTg3phlZLA==,Propiedad,2020-05-06,2020-05-20,2020-05-06,-34.5705179,-58.4914578,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,2.0,84.0,60.0,160000.0,USD,,Venta de PH refaccionado a nuevo en Villa Urquiza,PH,Venta
275637,iVIq7myqtchCkrMamkoPaw==,Propiedad,2020-05-06,2020-05-20,2020-05-06,-34.5632001,-58.4919485,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,78.0,63.0,168500.0,USD,,Pacheco 3500 Villa Urquiza loft c coch U$168.500 Apto Prof.,PH,Venta
275798,+AP1yGW82nfqGfWpQeiYKQ==,Propiedad,2020-05-06,2020-09-30,2020-05-06,-34.5867204,-58.4812534,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,58.0,42.0,140000.0,USD,,DEPARTAMENTO 2 AMBIENTES AL FRENTE CON BALCON TERRAZA EDIFICIO CON  AMENITIES,Departamento,Venta
275799,v/8M9lcxrqz5sS8JfuibgQ==,Propiedad,2020-05-06,2020-05-20,2020-05-06,-34.569614,-58.4921729,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,46.0,40.0,130000.0,USD,,Departamento de Dos Ambientes en Venta en Villa Urquiza,Departamento,Venta
276781,ZP/sSWhCxTLTn7z1EFeFmQ==,Propiedad,2020-09-30,2020-11-06,2020-09-30,-34.5702919,-58.4843102,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,38.0,34.0,17000.0,ARS,Mensual,Departamento - Villa Urquiza,Departamento,Alquiler
276782,qwh6kjbN7p87nILt3xha/w==,Propiedad,2020-09-30,2020-10-05,2020-09-30,-34.5800674,-58.4831297,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,35.0,32.0,18500.0,ARS,Mensual,HERMOSO MONO. ALQUI. VILLA URQUIZA,Departamento,Alquiler
276783,KCSdl+oeLEFEJ1AM+kgmHw==,Propiedad,2020-09-30,2020-10-09,2020-09-30,-34.5792613,-58.4776239,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,31.0,28.0,18000.0,ARS,Mensual,ALQUILER MONOAMBIENTE CON BALCON - VILLA URQUIZA,Departamento,Alquiler
277100,knDpoEvnHPT46cWTjdQfpA==,Propiedad,2020-09-30,2020-11-16,2020-09-30,-34.5781238,-58.4775145,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,40.0,34.0,27000.0,ARS,Mensual,Departamento 2 amb. con patio en Villa Urquiza!,Departamento,Alquiler
277101,iL+eBEf2QDqiET1EpmuDhw==,Propiedad,2020-09-30,2020-10-12,2020-09-30,-34.5674495,-58.4991883,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,39.0,38.0,25000.0,ARS,Mensual,"Oficina 2 ambientes entrada independiente en Villa Urquiza, sin expensas",Oficina,Alquiler
277877,/05sue6NASf4cx2sMIvvmg==,Propiedad,2020-09-30,9999-12-31,2020-09-30,-34.576254,-58.495793,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,1.0,,,157000.0,USD,,"Departamento  en Venta ubicado en Villa Urquiza, Capital Federal",Departamento,Venta
278983,eKb0luByC1cNhqIue4E/Kw==,Propiedad,2020-09-30,2020-10-10,2020-09-30,-34.5729032,-58.4816073,Argentina,Capital Federal,Villa Urquiza,,,,1.0,1.0,1.0,39.0,35.0,93000.0,USD,,DEPARTAMENTO  MONOAMBIENTE - VILLA URQUIZA,Departamento,Venta
278984,deDj588ZARDjsIxaBYkm3w==,Propiedad,2020-09-30,2020-10-10,2020-09-30,-34.5756996,-58.48155,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,72.0,44.0,158000.0,USD,,"Muy lindo PH en Villa Urquiza con balcón, terraza y mucha luz",Departamento,Venta
278985,SePY30fSO2zwVGm+NLOD3g==,Propiedad,2020-09-30,2020-10-10,2020-09-30,-34.5756996,-58.48155,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,72.0,44.0,158000.0,USD,,"Muy lindo PH en Villa Urquiza con balcón, terraza y mucha luz",PH,Venta
